;Scopy version,f4beeb1
;Exported on,mardi décembre 17/12/2024
;Device,M2K
;Nr of samples,16937
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
1447,1.447,-0.0399936,-0.0415663
1448,1.448,-0.0399936,-0.0415663
1449,1.449,-0.0399936,-0.0415663
1450,1.45,-0.0399936,-0.0415663
1451,1.451,-0.0399936,-0.0415663
1452,1.452,-0.0399936,-0.0415663
1453,1.453,-0.0399936,-0.0415663
1454,1.454,-0.0399936,-0.0415663
1455,1.455,-0.0399936,-0.0415663
1456,1.456,-0.0399936,-0.0415663
1457,1.457,-0.0399936,-0.0415663
1458,1.458,-0.0399936,-0.0415663
1459,1.459,-0.0399936,-0.0415663
1460,1.46,-0.0399936,-0.0415663
1461,1.461,-0.0399936,-0.0415663
1462,1.462,-0.0399936,-0.0415663
1463,1.463,-0.0399936,-0.0415663
1464,1.464,-0.0399936,-0.0415663
1465,1.465,-0.0399936,-0.0415663
1466,1.466,-0.0399936,-0.0415663
1467,1.467,-0.0399936,-0.0415663
1468,1.468,-0.0399936,-0.0415663
1469,1.469,-0.0399936,-0.0415663
1470,1.47,-0.0399936,-0.0415663
1471,1.471,-0.0399936,-0.0415663
1472,1.472,-0.0399936,-0.0415663
1473,1.473,-0.0399936,-0.0415663
1474,1.474,-0.0399936,-0.0415663
1475,1.475,-0.0399936,-0.0415663
1476,1.476,-0.0399936,-0.0415663
1477,1.477,-0.0399936,-0.0415663
1478,1.478,-0.0399936,-0.0415663
1479,1.479,-0.0399936,-0.0415663
1480,1.48,-0.0399936,-0.0415663
1481,1.481,-0.0399936,-0.0415663
1482,1.482,-0.0399936,-0.0415663
1483,1.483,-0.0399936,-0.0415663
1484,1.484,-0.0399936,-0.0415663
1485,1.485,-0.0399936,-0.0415663
1486,1.486,-0.0399936,-0.0415663
1487,1.487,-0.0399936,-0.0415663
1488,1.488,-0.0399936,-0.0415663
1489,1.489,-0.0399936,-0.0415663
1490,1.49,-0.0399936,-0.0415663
1491,1.491,-0.0399936,-0.0415663
1492,1.492,-0.0399936,-0.0415663
1493,1.493,-0.0399936,-0.0415663
1494,1.494,-0.0399936,-0.0415663
1495,1.495,-0.0399936,-0.0415663
1496,1.496,-0.0399936,-0.0415663
1497,1.497,-0.0399936,-0.0415663
1498,1.498,-0.0399936,-0.0415663
1499,1.499,-0.0399936,-0.0415663
1500,1.5,-0.0399936,-0.0415663
1501,1.501,-0.0399936,-0.0415663
1502,1.502,-0.0399936,-0.0415663
1503,1.503,-0.0399936,-0.0415663
1504,1.504,-0.0399936,-0.0415663
1505,1.505,-0.0399936,-0.0415663
1506,1.506,-0.0399936,-0.0415663
1507,1.507,-0.0399936,-0.0415663
1508,1.508,-0.0399936,-0.0415663
1509,1.509,-0.0399936,-0.0415663
1510,1.51,-0.0399936,-0.0415663
1511,1.511,-0.0399936,-0.0415663
1512,1.512,-0.0399936,-0.0415663
1513,1.513,-0.0399936,-0.0415663
1514,1.514,-0.0399936,-0.0415663
1515,1.515,-0.0399936,-0.0415663
1516,1.516,-0.0399936,-0.0415663
1517,1.517,-0.0399936,-0.0415663
1518,1.518,-0.0399936,-0.0415663
1519,1.519,-0.0399936,-0.0415663
1520,1.52,-0.0399936,-0.0415663
1521,1.521,-0.0399936,-0.0415663
1522,1.522,-0.0399936,-0.0415663
1523,1.523,-0.0399936,-0.0415663
1524,1.524,-0.0399936,-0.0415663
1525,1.525,-0.0399936,-0.0415663
1526,1.526,-0.0399936,-0.0415663
1527,1.527,-0.0399936,-0.0415663
1528,1.528,-0.0399936,-0.0415663
1529,1.529,-0.0399936,-0.0415663
1530,1.53,-0.0399936,-0.0415663
1531,1.531,-0.0399936,-0.0415663
1532,1.532,-0.0399936,-0.0415663
1533,1.533,-0.0399936,-0.0415663
1534,1.534,-0.0399936,-0.0415663
1535,1.535,-0.0399936,-0.0415663
1536,1.536,-0.0399936,-0.0415663
1537,1.537,-0.0399936,-0.0415663
1538,1.538,-0.0399936,-0.0415663
1539,1.539,-0.0399936,-0.0415663
1540,1.54,-0.0399936,-0.0415663
1541,1.541,-0.0399936,-0.0415663
1542,1.542,-0.0399936,-0.0415663
1543,1.543,-0.0399936,-0.0415663
1544,1.544,-0.0399936,-0.0415663
1545,1.545,-0.0399936,-0.0415663
1546,1.546,-0.0399936,-0.0415663
1547,1.547,-0.0399936,-0.0415663
1548,1.548,-0.0399936,-0.0415663
1549,1.549,-0.0399936,-0.0415663
1550,1.55,-0.0399936,-0.0415663
1551,1.551,-0.0399936,-0.0415663
1552,1.552,-0.0399936,-0.0415663
1553,1.553,-0.0399936,-0.0415663
1554,1.554,-0.0399936,-0.0415663
1555,1.555,-0.0399936,-0.0415663
1556,1.556,-0.0399936,-0.0415663
1557,1.557,-0.0399936,-0.0415663
1558,1.558,-0.0399936,-0.0415663
1559,1.559,-0.0399936,-0.0415663
1560,1.56,-0.0399936,-0.0415663
1561,1.561,-0.0399936,-0.0415663
1562,1.562,-0.0399936,-0.0415663
1563,1.563,-0.0399936,-0.0415663
1564,1.564,-0.0399936,-0.0415663
1565,1.565,-0.0399936,-0.0415663
1566,1.566,-0.0399936,-0.0415663
1567,1.567,-0.0399936,-0.0415663
1568,1.568,-0.0399936,-0.0415663
1569,1.569,-0.0399936,-0.0415663
1570,1.57,-0.0399936,-0.0415663
1571,1.571,-0.0399936,-0.0415663
1572,1.572,-0.0399936,-0.0415663
1573,1.573,-0.0399936,-0.0415663
1574,1.574,-0.0399936,-0.0415663
1575,1.575,-0.0399936,-0.0415663
1576,1.576,-0.0399936,-0.0415663
1577,1.577,-0.0399936,-0.0415663
1578,1.578,-0.0399936,-0.0415663
1579,1.579,-0.0399936,-0.0415663
1580,1.58,-0.0399936,-0.0415663
1581,1.581,-0.0399936,-0.0415663
1582,1.582,-0.0399936,-0.0415663
1583,1.583,-0.0399936,-0.0415663
1584,1.584,-0.0399936,-0.0415663
1585,1.585,-0.0399936,-0.0415663
1586,1.586,-0.0399936,-0.0415663
1587,1.587,-0.0399936,-0.0415663
1588,1.588,-0.0399936,-0.0415663
1589,1.589,-0.0399936,-0.0415663
1590,1.59,-0.0399936,-0.0415663
1591,1.591,-0.0399936,-0.0415663
1592,1.592,-0.0399936,-0.0415663
1593,1.593,-0.0399936,-0.0415663
1594,1.594,-0.0399936,-0.0415663
1595,1.595,-0.0399936,-0.0415663
1596,1.596,-0.0399936,-0.0415663
1597,1.597,-0.0399936,-0.0415663
1598,1.598,-0.0399936,-0.0415663
1599,1.599,-0.0399936,-0.0415663
1600,1.6,-0.0399936,-0.0415663
1601,1.601,-0.0399936,-0.0415663
1602,1.602,-0.0399936,-0.0415663
1603,1.603,-0.0399936,-0.0415663
1604,1.604,-0.0399936,-0.0415663
1605,1.605,-0.0399936,-0.0415663
1606,1.606,-0.0399936,-0.0415663
1607,1.607,-0.0399936,-0.0415663
1608,1.608,-0.0399936,-0.0415663
1609,1.609,-0.0399936,-0.0415663
1610,1.61,-0.0399936,-0.0415663
1611,1.611,-0.0399936,-0.0415663
1612,1.612,-0.0399936,-0.0415663
1613,1.613,-0.0399936,-0.0415663
1614,1.614,-0.0399936,-0.0415663
1615,1.615,-0.0399936,-0.0415663
1616,1.616,-0.0399936,-0.0415663
1617,1.617,-0.0399936,-0.0415663
1618,1.618,-0.0399936,-0.0415663
1619,1.619,-0.0399936,-0.0415663
1620,1.62,-0.0399936,-0.0415663
1621,1.621,-0.0399936,-0.0415663
1622,1.622,-0.0399936,-0.0415663
1623,1.623,-0.0399936,-0.0415663
1624,1.624,-0.0399936,-0.0415663
1625,1.625,-0.0399936,-0.0415663
1626,1.626,-0.0399936,-0.0415663
1627,1.627,-0.0399936,-0.0415663
1628,1.628,-0.0399936,-0.0415663
1629,1.629,-0.0399936,-0.0415663
1630,1.63,-0.0399936,-0.0415663
1631,1.631,-0.0399936,-0.0415663
1632,1.632,-0.0399936,-0.0415663
1633,1.633,-0.0399936,-0.0415663
1634,1.634,-0.0399936,-0.0415663
1635,1.635,-0.0399936,-0.0415663
1636,1.636,-0.0399936,-0.0415663
1637,1.637,-0.0399936,-0.0415663
1638,1.638,-0.0399936,-0.0415663
1639,1.639,-0.0399936,-0.0415663
1640,1.64,-0.0399936,-0.0415663
1641,1.641,-0.0399936,-0.0415663
1642,1.642,-0.0399936,-0.0415663
1643,1.643,-0.0399936,-0.0415663
1644,1.644,-0.0399936,-0.0415663
1645,1.645,-0.0399936,-0.0415663
1646,1.646,-0.0399936,-0.0415663
1647,1.647,-0.0399936,-0.0415663
1648,1.648,-0.0399936,-0.0415663
1649,1.649,-0.0399936,-0.0415663
1650,1.65,-0.0399936,-0.0415663
1651,1.651,-0.0399936,-0.0415663
1652,1.652,-0.0399936,-0.0415663
1653,1.653,-0.0399936,-0.0415663
1654,1.654,-0.0399936,-0.0415663
1655,1.655,-0.0399936,-0.0415663
1656,1.656,-0.0399936,-0.0415663
1657,1.657,-0.0399936,-0.0415663
1658,1.658,-0.0399936,-0.0415663
1659,1.659,-0.0399936,-0.0415663
1660,1.66,-0.0399936,-0.0415663
1661,1.661,-0.0399936,-0.0415663
1662,1.662,-0.0399936,-0.0415663
1663,1.663,-0.0399936,-0.0415663
1664,1.664,-0.0399936,-0.0415663
1665,1.665,-0.0399936,-0.0415663
1666,1.666,-0.0399936,-0.0415663
1667,1.667,-0.0399936,-0.0415663
1668,1.668,-0.0399936,-0.0415663
1669,1.669,-0.0399936,-0.0415663
1670,1.67,-0.0399936,-0.0415663
1671,1.671,-0.0399936,-0.0415663
1672,1.672,-0.0399936,-0.0415663
1673,1.673,-0.0399936,-0.0415663
1674,1.674,-0.0399936,-0.0415663
1675,1.675,-0.0399936,-0.0415663
1676,1.676,-0.0399936,-0.0415663
1677,1.677,-0.0399936,-0.0415663
1678,1.678,-0.0399936,-0.0415663
1679,1.679,-0.0399936,-0.0415663
1680,1.68,-0.0399936,-0.0415663
1681,1.681,-0.0399936,-0.0415663
1682,1.682,-0.0399936,-0.0415663
1683,1.683,-0.0399936,-0.0415663
1684,1.684,-0.0399936,-0.0415663
1685,1.685,-0.0399936,-0.0415663
1686,1.686,-0.0399936,-0.0415663
1687,1.687,-0.0399936,-0.0415663
1688,1.688,-0.0399936,-0.0415663
1689,1.689,-0.0399936,-0.0415663
1690,1.69,-0.0399936,-0.0415663
1691,1.691,-0.0399936,-0.0415663
1692,1.692,-0.0399936,-0.0415663
1693,1.693,-0.0399936,-0.0415663
1694,1.694,-0.0399936,-0.0415663
1695,1.695,-0.0399936,-0.0415663
1696,1.696,-0.0399936,-0.0415663
1697,1.697,-0.0399936,-0.0415663
1698,1.698,-0.0399936,-0.0415663
1699,1.699,-0.0399936,-0.0415663
1700,1.7,-0.0399936,-0.0415663
1701,1.701,-0.0399936,-0.0415663
1702,1.702,-0.0399936,-0.0415663
1703,1.703,-0.0399936,-0.0415663
1704,1.704,-0.0399936,-0.0415663
1705,1.705,-0.0399936,-0.0415663
1706,1.706,-0.0399936,-0.0415663
1707,1.707,-0.0399936,-0.0415663
1708,1.708,-0.0399936,-0.0415663
1709,1.709,-0.0399936,-0.0415663
1710,1.71,-0.0399936,-0.0415663
1711,1.711,-0.0399936,-0.0415663
1712,1.712,-0.0399936,-0.0415663
1713,1.713,-0.0399936,-0.0415663
1714,1.714,-0.0399936,-0.0415663
1715,1.715,-0.0399936,-0.0415663
1716,1.716,-0.0399936,-0.0415663
1717,1.717,-0.0399936,-0.0415663
1718,1.718,-0.0399936,-0.0415663
1719,1.719,-0.0399936,-0.0415663
1720,1.72,-0.0399936,-0.0415663
1721,1.721,-0.0399936,-0.0415663
1722,1.722,-0.0399936,-0.0415663
1723,1.723,-0.0399936,-0.0415663
1724,1.724,-0.0399936,-0.0415663
1725,1.725,-0.0399936,-0.0415663
1726,1.726,-0.0399936,-0.0415663
1727,1.727,-0.0399936,-0.0415663
1728,1.728,-0.0399936,-0.0415663
1729,1.729,-0.0399936,-0.0415663
1730,1.73,-0.0399936,-0.0415663
1731,1.731,-0.0399936,-0.0415663
1732,1.732,-0.0399936,-0.0415663
1733,1.733,-0.0399936,-0.0415663
1734,1.734,-0.0399936,-0.0415663
1735,1.735,-0.0399936,-0.0415663
1736,1.736,-0.0399936,-0.0415663
1737,1.737,-0.0399936,-0.0415663
1738,1.738,-0.0399936,-0.0415663
1739,1.739,-0.0399936,-0.0415663
1740,1.74,-0.0399936,-0.0415663
1741,1.741,-0.0399936,-0.0415663
1742,1.742,-0.0399936,-0.0415663
1743,1.743,-0.0399936,-0.0415663
1744,1.744,-0.0399936,-0.0415663
1745,1.745,-0.0399936,-0.0415663
1746,1.746,-0.0399936,-0.0415663
1747,1.747,-0.0399936,-0.0415663
1748,1.748,-0.0399936,-0.0415663
1749,1.749,-0.0399936,-0.0415663
1750,1.75,-0.0399936,-0.0415663
1751,1.751,-0.0399936,-0.0415663
1752,1.752,-0.0399936,-0.0415663
1753,1.753,-0.0399936,-0.0415663
1754,1.754,-0.0399936,-0.0415663
1755,1.755,-0.0399936,-0.0415663
1756,1.756,-0.0399936,-0.0415663
1757,1.757,-0.0399936,-0.0415663
1758,1.758,-0.0399936,-0.0415663
1759,1.759,-0.0399936,-0.0415663
1760,1.76,-0.0399936,-0.0415663
1761,1.761,-0.0399936,-0.0415663
1762,1.762,-0.0399936,-0.0415663
1763,1.763,-0.0399936,-0.0415663
1764,1.764,-0.0399936,-0.0415663
1765,1.765,-0.0399936,-0.0415663
1766,1.766,-0.0399936,-0.0415663
1767,1.767,-0.0399936,-0.0415663
1768,1.768,-0.0399936,-0.0415663
1769,1.769,-0.0399936,-0.0415663
1770,1.77,-0.0399936,-0.0415663
1771,1.771,-0.0399936,-0.0415663
1772,1.772,-0.0399936,-0.0415663
1773,1.773,-0.0399936,-0.0415663
1774,1.774,-0.0399936,-0.0415663
1775,1.775,-0.0399936,-0.0415663
1776,1.776,-0.0399936,-0.0415663
1777,1.777,-0.0399936,-0.0415663
1778,1.778,-0.0399936,-0.0415663
1779,1.779,-0.0399936,-0.0415663
1780,1.78,-0.0399936,-0.0415663
1781,1.781,-0.0399936,-0.0415663
1782,1.782,-0.0399936,-0.0415663
1783,1.783,-0.0399936,-0.0415663
1784,1.784,-0.0399936,-0.0415663
1785,1.785,-0.0399936,-0.0415663
1786,1.786,-0.0399936,-0.0415663
1787,1.787,-0.0399936,-0.0415663
1788,1.788,-0.0399936,-0.0415663
1789,1.789,-0.0399936,-0.0415663
1790,1.79,-0.0399936,-0.0415663
1791,1.791,-0.0399936,-0.0415663
1792,1.792,-0.0399936,-0.0415663
1793,1.793,-0.0399936,-0.0415663
1794,1.794,-0.0399936,-0.0415663
1795,1.795,-0.0399936,-0.0415663
1796,1.796,-0.0399936,-0.0415663
1797,1.797,-0.0399936,-0.0415663
1798,1.798,-0.0399936,-0.0415663
1799,1.799,-0.0399936,-0.0415663
1800,1.8,-0.0399936,-0.0415663
1801,1.801,-0.0399936,-0.0415663
1802,1.802,-0.0399936,-0.0415663
1803,1.803,-0.0399936,-0.0415663
1804,1.804,-0.0399936,-0.0415663
1805,1.805,-0.0399936,-0.0415663
1806,1.806,-0.0399936,-0.0415663
1807,1.807,-0.0399936,-0.0415663
1808,1.808,-0.0399936,-0.0415663
1809,1.809,-0.0399936,-0.0415663
1810,1.81,-0.0399936,-0.0415663
1811,1.811,-0.0399936,-0.0415663
1812,1.812,-0.0399936,-0.0415663
1813,1.813,-0.0399936,-0.0415663
1814,1.814,-0.0399936,-0.0415663
1815,1.815,-0.0399936,-0.0415663
1816,1.816,-0.0399936,-0.0415663
1817,1.817,-0.0399936,-0.0415663
1818,1.818,-0.0399936,-0.0415663
1819,1.819,-0.0399936,-0.0415663
1820,1.82,-0.0399936,-0.0415663
1821,1.821,-0.0399936,-0.0415663
1822,1.822,-0.0399936,-0.0415663
1823,1.823,-0.0399936,-0.0415663
1824,1.824,-0.0399936,-0.0415663
1825,1.825,-0.0399936,-0.0415663
1826,1.826,-0.0399936,-0.0415663
1827,1.827,-0.0399936,-0.0415663
1828,1.828,-0.0399936,-0.0415663
1829,1.829,-0.0399936,-0.0415663
1830,1.83,-0.0399936,-0.0415663
1831,1.831,-0.0399936,-0.0415663
1832,1.832,-0.0399936,-0.0415663
1833,1.833,-0.0399936,-0.0415663
1834,1.834,-0.0399936,-0.0415663
1835,1.835,-0.0399936,-0.0415663
1836,1.836,-0.0399936,-0.0415663
1837,1.837,-0.0399936,-0.0415663
1838,1.838,-0.0399936,-0.0415663
1839,1.839,-0.0399936,-0.0415663
1840,1.84,-0.0399936,-0.0415663
1841,1.841,-0.0399936,-0.0415663
1842,1.842,-0.0399936,-0.0415663
1843,1.843,-0.0399936,-0.0415663
1844,1.844,-0.0399936,-0.0415663
1845,1.845,-0.0399936,-0.0415663
1846,1.846,-0.0399936,-0.0415663
1847,1.847,-0.0399936,-0.0415663
1848,1.848,-0.0399936,-0.0415663
1849,1.849,-0.0399936,-0.0415663
1850,1.85,-0.0399936,-0.0415663
1851,1.851,-0.0399936,-0.0415663
1852,1.852,-0.0399936,-0.0415663
1853,1.853,-0.0399936,-0.0415663
1854,1.854,-0.0399936,-0.0415663
1855,1.855,-0.0399936,-0.0415663
1856,1.856,-0.0399936,-0.0415663
1857,1.857,-0.0399936,-0.0415663
1858,1.858,-0.0399936,-0.0415663
1859,1.859,-0.0399936,-0.0415663
1860,1.86,-0.0399936,-0.0415663
1861,1.861,-0.0399936,-0.0415663
1862,1.862,-0.0399936,-0.0415663
1863,1.863,-0.0399936,-0.0415663
1864,1.864,-0.0399936,-0.0415663
1865,1.865,-0.0399936,-0.0415663
1866,1.866,-0.0399936,-0.0415663
1867,1.867,-0.0399936,-0.0415663
1868,1.868,-0.0399936,-0.0415663
1869,1.869,-0.0399936,-0.0415663
1870,1.87,-0.0399936,-0.0415663
1871,1.871,-0.0399936,-0.0415663
1872,1.872,-0.0399936,-0.0415663
1873,1.873,-0.0399936,-0.0415663
1874,1.874,-0.0399936,-0.0415663
1875,1.875,-0.0399936,-0.0415663
1876,1.876,-0.0399936,-0.0415663
1877,1.877,-0.0399936,-0.0415663
1878,1.878,-0.0399936,-0.0415663
1879,1.879,-0.0399936,-0.0415663
1880,1.88,-0.0399936,-0.0415663
1881,1.881,-0.0399936,-0.0415663
1882,1.882,-0.0399936,-0.0415663
1883,1.883,-0.0399936,-0.0415663
1884,1.884,-0.0399936,-0.0415663
1885,1.885,-0.0399936,-0.0415663
1886,1.886,-0.0399936,-0.0415663
1887,1.887,-0.0399936,-0.0415663
1888,1.888,-0.0399936,-0.0415663
1889,1.889,-0.0399936,-0.0415663
1890,1.89,-0.0399936,-0.0415663
1891,1.891,-0.0399936,-0.0415663
1892,1.892,-0.0399936,-0.0415663
1893,1.893,-0.0399936,-0.0415663
1894,1.894,-0.0399936,-0.0415663
1895,1.895,-0.0399936,-0.0415663
1896,1.896,-0.0399936,-0.0415663
1897,1.897,-0.0399936,-0.0415663
1898,1.898,-0.0399936,-0.0415663
1899,1.899,-0.0399936,-0.0415663
1900,1.9,-0.0399936,-0.0415663
1901,1.901,-0.0399936,-0.0415663
1902,1.902,-0.0399936,-0.0415663
1903,1.903,-0.0399936,-0.0415663
1904,1.904,-0.0399936,-0.0415663
1905,1.905,-0.0399936,-0.0415663
1906,1.906,-0.0399936,-0.0415663
1907,1.907,-0.0399936,-0.0415663
1908,1.908,-0.0399936,-0.0415663
1909,1.909,-0.0399936,-0.0415663
1910,1.91,-0.0399936,-0.0415663
1911,1.911,-0.0382547,-0.0415663
1912,1.912,-0.0608598,-0.0415663
1913,1.913,-0.128675,-0.0415663
1914,1.914,-0.159974,-0.0415663
1915,1.915,-0.159974,-0.0415663
1916,1.916,-0.159974,-0.0415663
1917,1.917,-0.159974,-0.0415663
1918,1.918,-0.159974,-0.0415663
1919,1.919,-0.159974,-0.0415663
1920,1.92,-0.159974,-0.0415663
1921,1.921,-0.159974,-0.0415663
1922,1.922,-0.159974,-0.0415663
1923,1.923,-0.159974,-0.0415663
1924,1.924,-0.159974,-0.0415663
1925,1.925,-0.159974,-0.0415663
1926,1.926,-0.159974,-0.0415663
1927,1.927,-0.159974,-0.0415663
1928,1.928,-0.159974,-0.0415663
1929,1.929,-0.159974,-0.0415663
1930,1.93,-0.159974,-0.0415663
1931,1.931,-0.159974,-0.0415663
1932,1.932,-0.159974,-0.0415663
1933,1.933,-0.159974,-0.0415663
1934,1.934,-0.159974,-0.0415663
1935,1.935,-0.159974,-0.0415663
1936,1.936,-0.159974,-0.0415663
1937,1.937,-0.159974,-0.0415663
1938,1.938,-0.159974,-0.0415663
1939,1.939,-0.159974,-0.0415663
1940,1.94,-0.159974,-0.0415663
1941,1.941,-0.159974,-0.0415663
1942,1.942,-0.159974,-0.0415663
1943,1.943,-0.159974,-0.0415663
1944,1.944,-0.159974,-0.0415663
1945,1.945,-0.159974,-0.0415663
1946,1.946,-0.159974,-0.0415663
1947,1.947,-0.159974,-0.0415663
1948,1.948,-0.159974,-0.0415663
1949,1.949,-0.159974,-0.0415663
1950,1.95,-0.159974,-0.0415663
1951,1.951,-0.159974,-0.0415663
1952,1.952,-0.159974,-0.0415663
1953,1.953,-0.159974,-0.0415663
1954,1.954,-0.159974,-0.0415663
1955,1.955,-0.159974,-0.0415663
1956,1.956,-0.159974,-0.0415663
1957,1.957,-0.159974,-0.0415663
1958,1.958,-0.159974,-0.0415663
1959,1.959,-0.159974,-0.0415663
1960,1.96,-0.159974,-0.0415663
1961,1.961,-0.159974,-0.0415663
1962,1.962,-0.159974,-0.0415663
1963,1.963,-0.159974,-0.0415663
1964,1.964,-0.159974,-0.0415663
1965,1.965,-0.159974,-0.0415663
1966,1.966,-0.159974,-0.0415663
1967,1.967,-0.159974,-0.0415663
1968,1.968,-0.159974,-0.0415663
1969,1.969,-0.159974,-0.0415663
1970,1.97,-0.159974,-0.0415663
1971,1.971,-0.159974,-0.0415663
1972,1.972,-0.159974,-0.0415663
1973,1.973,-0.159974,-0.0415663
1974,1.974,-0.159974,-0.0415663
1975,1.975,-0.159974,-0.0415663
1976,1.976,-0.159974,-0.0415663
1977,1.977,-0.159974,-0.0415663
1978,1.978,-0.159974,-0.0415663
1979,1.979,-0.159974,-0.0415663
1980,1.98,-0.159974,-0.0415663
1981,1.981,-0.159974,-0.0415663
1982,1.982,-0.159974,-0.0415663
1983,1.983,-0.159974,-0.0415663
1984,1.984,-0.159974,-0.0415663
1985,1.985,-0.159974,-0.0415663
1986,1.986,-0.159974,-0.0415663
1987,1.987,-0.159974,-0.0415663
1988,1.988,-0.159974,-0.0415663
1989,1.989,-0.159974,-0.0415663
1990,1.99,-0.159974,-0.0415663
1991,1.991,-0.159974,-0.0415663
1992,1.992,-0.159974,-0.0415663
1993,1.993,-0.159974,-0.0415663
1994,1.994,-0.159974,-0.0415663
1995,1.995,-0.159974,-0.0415663
1996,1.996,-0.159974,-0.0415663
1997,1.997,-0.159974,-0.0415663
1998,1.998,-0.159974,-0.0415663
1999,1.999,-0.159974,-0.0415663
2000,2,-0.159974,-0.0415663
2001,2.001,-0.159974,-0.0415663
2002,2.002,-0.159974,-0.0415663
2003,2.003,-0.159974,-0.0415663
2004,2.004,-0.159974,-0.0415663
2005,2.005,-0.159974,-0.0415663
2006,2.006,-0.159974,-0.0415663
2007,2.007,-0.159974,-0.0415663
2008,2.008,-0.159974,-0.0415663
2009,2.009,-0.159974,-0.0415663
2010,2.01,-0.159974,-0.0415663
2011,2.011,-0.159974,-0.0415663
2012,2.012,-0.159974,-0.0415663
2013,2.013,-0.159974,-0.0415663
2014,2.014,-0.159974,-0.0415663
2015,2.015,-0.159974,-0.0415663
2016,2.016,-0.159974,-0.0415663
2017,2.017,-0.159974,-0.0415663
2018,2.018,-0.159974,-0.0415663
2019,2.019,-0.159974,-0.0415663
2020,2.02,-0.159974,-0.0415663
2021,2.021,-0.159974,-0.0415663
2022,2.022,-0.159974,-0.0415663
2023,2.023,-0.159974,-0.0415663
2024,2.024,-0.159974,-0.0415663
2025,2.025,-0.159974,-0.0415663
2026,2.026,-0.159974,-0.0415663
2027,2.027,-0.159974,-0.0415663
2028,2.028,-0.159974,-0.0415663
2029,2.029,-0.159974,-0.0415663
2030,2.03,-0.159974,-0.0415663
2031,2.031,-0.159974,-0.0415663
2032,2.032,-0.159974,-0.0415663
2033,2.033,-0.159974,-0.0415663
2034,2.034,-0.159974,-0.0415663
2035,2.035,-0.159974,-0.0415663
2036,2.036,-0.159974,-0.0415663
2037,2.037,-0.159974,-0.0415663
2038,2.038,-0.159974,-0.0415663
2039,2.039,-0.159974,-0.0415663
2040,2.04,-0.159974,-0.0415663
2041,2.041,-0.159974,-0.0415663
2042,2.042,-0.159974,-0.0415663
2043,2.043,-0.159974,-0.0415663
2044,2.044,-0.159974,-0.0415663
2045,2.045,-0.158235,-0.0415663
2046,2.046,-0.149541,-0.0415663
2047,2.047,-0.0330382,-0.0415663
2048,2.048,-0.0399936,-0.0415663
2049,2.049,-0.0399936,-0.0415663
2050,2.05,-0.0399936,-0.0415663
2051,2.051,-0.0399936,-0.0415663
2052,2.052,-0.0399936,-0.0415663
2053,2.053,-0.0399936,-0.0415663
2054,2.054,-0.0399936,-0.0415663
2055,2.055,-0.0399936,-0.0415663
2056,2.056,-0.0399936,-0.0415663
2057,2.057,-0.0399936,-0.0415663
2058,2.058,-0.0399936,-0.0415663
2059,2.059,-0.0399936,-0.0415663
2060,2.06,-0.0399936,-0.0415663
2061,2.061,-0.0399936,-0.0415663
2062,2.062,-0.0399936,-0.0415663
2063,2.063,-0.0399936,-0.0415663
2064,2.064,-0.0399936,-0.0415663
2065,2.065,-0.0399936,-0.0415663
2066,2.066,-0.0399936,-0.0415663
2067,2.067,-0.0399936,-0.0415663
2068,2.068,-0.0399936,-0.0415663
2069,2.069,-0.0399936,-0.0415663
2070,2.07,-0.0399936,-0.0415663
2071,2.071,-0.0399936,-0.0415663
2072,2.072,-0.0399936,-0.0415663
2073,2.073,-0.0399936,-0.0415663
2074,2.074,-0.0399936,-0.0415663
2075,2.075,-0.0399936,-0.0415663
2076,2.076,-0.0399936,-0.0415663
2077,2.077,-0.0399936,-0.0415663
2078,2.078,-0.0399936,-0.0415663
2079,2.079,-0.0399936,-0.0415663
2080,2.08,-0.0399936,-0.0415663
2081,2.081,-0.0399936,-0.0415663
2082,2.082,-0.0399936,-0.0415663
2083,2.083,-0.0399936,-0.0415663
2084,2.084,-0.0399936,-0.0415663
2085,2.085,-0.0399936,-0.0415663
2086,2.086,-0.0399936,-0.0415663
2087,2.087,-0.0399936,-0.0415663
2088,2.088,-0.0399936,-0.0415663
2089,2.089,-0.0399936,-0.0415663
2090,2.09,-0.0399936,-0.0415663
2091,2.091,-0.0399936,-0.0415663
2092,2.092,-0.0399936,-0.0415663
2093,2.093,-0.0399936,-0.0415663
2094,2.094,-0.0399936,-0.0415663
2095,2.095,-0.0399936,-0.0415663
2096,2.096,-0.0399936,-0.0415663
2097,2.097,-0.0399936,-0.0415663
2098,2.098,-0.0399936,-0.0415663
2099,2.099,-0.0399936,-0.0415663
2100,2.1,-0.0399936,-0.0415663
2101,2.101,-0.0399936,-0.0415663
2102,2.102,-0.0399936,-0.0415663
2103,2.103,-0.0399936,-0.0415663
2104,2.104,-0.0399936,-0.0415663
2105,2.105,-0.0399936,-0.0415663
2106,2.106,-0.0399936,-0.0415663
2107,2.107,-0.0399936,-0.0415663
2108,2.108,-0.0399936,-0.0415663
2109,2.109,-0.0399936,-0.0415663
2110,2.11,-0.0399936,-0.0415663
2111,2.111,-0.0399936,-0.0415663
2112,2.112,-0.0399936,-0.0415663
2113,2.113,-0.0399936,-0.0415663
2114,2.114,-0.0399936,-0.0415663
