Time (s),Voltage (mV)
0.0,501.9287109375
9.80392156862745e-05,787.1337890625
0.000196078431372549,522.0703125
0.0002941176470588235,231.22558593749997
0.000392156862745098,322.265625
0.0004901960784313725,738.7939453125
0.000588235294117647,719.4580078124999
0.0006862745098039216,335.15625
0.000784313725490196,183.69140625
0.0008823529411764706,538.18359375
0.000980392156862745,769.4091796875
0.0010784313725490195,489.0380859375
0.001176470588235294,202.2216796875
0.0012745098039215687,274.7314453125
0.0013725490196078432,688.037109375
0.0014705882352941176,719.4580078124999
0.001568627450980392,327.9052734375
0.0016666666666666668,204.63867187499997
0.0017647058823529412,471.3134765625
0.0018627450980392157,783.9111328124999
0.00196078431372549,530.126953125
0.002058823529411765,207.861328125
0.002156862745098039,280.37109374999994
0.0022549019607843138,670.3125
0.002352941176470588,689.6484374999999
0.0024509803921568627,352.0751953125
0.0025490196078431374,142.6025390625
0.0026470588235294116,447.94921875
0.0027450980392156863,592.1630859375
0.0028431372549019606,550.2685546875
0.0029411764705882353,143.408203125
0.00303921568627451,259.423828125
0.003137254901960784,644.53125
0.003235294117647059,662.255859375
0.0033333333333333335,339.1845703125
0.003431372549019608,2.4169921874999996
0.0035294117647058825,401.22070312499994
0.0036274509803921567,686.42578125
0.0037254901960784314,564.7705078124999
0.003823529411764706,131.3232421875
0.00392156862745098,201.416015625
0.004019607843137255,567.1875
0.00411764705882353,675.1464843749999
0.0042156862745098035,331.1279296875
0.004313725490196078,78.14941406249999
0.004411764705882353,325.48828124999994
0.0045098039215686276,660.64453125
0.004607843137254902,480.9814453125
0.004705882352941176,69.287109375
0.004803921568627451,78.955078125
0.004901960784313725,522.0703125
0.005,624.3896484375
0.005098039215686275,244.1162109375
0.005196078431372549,46.72851562499999
0.005294117647058823,301.318359375
0.005392156862745098,602.63671875
0.005490196078431373,451.9775390625
0.005588235294117647,80.56640625
0.005686274509803921,41.08886718749999
0.005784313725490196,338.37890625
0.0058823529411764705,585.7177734375
0.005980392156862745,228.0029296875
0.00607843137254902,2.4169921874999996
0.006176470588235294,192.55371093749997
0.006274509803921568,518.84765625
0.006372549019607843,425.39062499999994
0.006470588235294118,8.8623046875
0.006568627450980392,0.0
0.006666666666666667,232.03125
0.006764705882352941,576.0498046875
0.006862745098039216,253.7841796875
0.00696078431372549,0.0
0.007058823529411765,94.26269531249999
0.00715686274509804,518.0419921875
0.0072549019607843135,402.02636718749994
0.007352941176470588,0.0
0.007450980392156863,0.0
0.0075490196078431375,292.45605468749994
0.007647058823529412,487.4267578125
0.007745098039215686,206.25
0.00784313725490196,0.0
0.007941176470588234,0.0
0.00803921568627451,421.36230468749994
0.008137254901960784,356.90917968749994
0.00823529411764706,25.78125
0.008333333333333333,0.0
0.008431372549019607,220.75195312499997
0.008529411764705883,487.4267578125
0.008627450980392156,189.3310546875
0.008725490196078432,0.0
0.008823529411764706,18.530273437499996
0.00892156862745098,420.556640625
0.009019607843137255,335.9619140625
0.009117647058823529,0.0
0.009215686274509804,0.0
0.009313725490196078,177.24609375
0.009411764705882352,406.8603515625
0.009509803921568628,170.80078124999997
0.009607843137254901,0.0
0.009705882352941177,0.0
0.00980392156862745,356.90917968749994
0.009901960784313725,377.85644531249994
0.01,0.0
0.010098039215686274,0.0
0.01019607843137255,177.24609375
0.010294117647058823,468.0908203125
0.010392156862745097,171.6064453125
0.010490196078431373,0.0
0.010588235294117647,0.0
0.010686274509803922,362.548828125
0.010784313725490196,408.4716796875
0.01088235294117647,26.586914062499996
0.010980392156862745,0.0
0.011078431372549019,135.3515625
0.011176470588235295,500.31738281249994
0.011274509803921568,321.45996093749994
0.011372549019607842,0.0
0.011470588235294118,0.0
0.011568627450980392,339.1845703125
0.011666666666666667,332.73925781249994
0.011764705882352941,25.78125
0.011862745098039215,0.0
0.01196078431372549,211.08398437499997
0.012058823529411764,482.59277343749994
0.01215686274509804,257.0068359375
0.012254901960784314,0.0
0.012352941176470587,0.0
0.012450980392156863,380.2734375
0.012549019607843137,450.36621093749994
0.012647058823529412,82.17773437499999
0.012745098039215686,0.0
0.012843137254901962,182.88574218749997
0.012941176470588235,526.904296875
0.01303921568627451,435.05859375
0.013137254901960785,0.0
0.013235294117647059,8.8623046875
0.013333333333333334,377.85644531249994
0.013431372549019608,485.009765625
0.013529411764705882,29.00390625
0.013627450980392157,0.0
0.013725490196078431,195.7763671875
0.013823529411764707,588.9404296874999
0.01392156862745098,380.2734375
0.014019607843137254,16.9189453125
0.01411764705882353,24.169921875
0.014215686274509804,431.0302734375
0.01431372549019608,565.576171875
0.014411764705882353,187.7197265625
0.014509803921568627,0.0
0.014607843137254902,257.8125
0.014705882352941176,712.20703125
0.014803921568627452,414.11132812499994
0.014901960784313726,37.06054687499999
0.015,38.67187499999999
0.015098039215686275,331.93359375
0.015196078431372549,605.0537109374999
0.015294117647058824,286.0107421875
0.015392156862745098,0.0
0.015490196078431372,235.25390624999997
0.015588235294117648,590.5517578125
0.01568627450980392,412.5
0.015784313725490197,121.65527343749999
0.01588235294117647,42.70019531249999
0.015980392156862745,418.13964843749994
0.01607843137254902,605.859375
0.016176470588235296,348.85253906249994
0.016274509803921568,0.0
0.016372549019607843,201.416015625
0.01647058823529412,609.0820312499999
0.01656862745098039,479.3701171875
0.016666666666666666,106.34765624999999
0.016764705882352942,81.37207031249999
0.016862745098039214,446.33789062499994
0.01696078431372549,639.697265625
0.017058823529411765,377.85644531249994
0.01715686274509804,83.7890625
0.017254901960784313,257.0068359375
0.01735294117647059,572.8271484374999
0.017450980392156864,571.2158203125
0.017549019607843136,181.2744140625
0.01764705882352941,107.1533203125
0.017745098039215687,442.30957031249994
0.01784313725490196,684.814453125
